,model,sentence,question,correct,incorrect,prompt_index,base_correct,base_incorrect,sent_type,quest_type
0,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.896701218560338,0.10329883667404971,0,6.138826904589223e-05,7.071849622152567e-06,GP_prob,simple_question
1,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8737509492784739,0.1262490542943695,1,5.210186458270982e-05,7.528244309463203e-06,GP_prob,simple_question
2,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8722638906911016,0.12773600277719055,2,5.024483874649377e-05,7.357950942592619e-06,GP_prob,simple_question
3,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.884459538385272,0.11554044245394124,3,7.010157446529774e-05,9.157645086176839e-06,GP_prob,simple_question
4,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8911017999053001,0.10889817702434357,4,6.464716875598242e-05,7.900285407547343e-06,GP_prob,simple_question
5,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.882531177252531,0.11746880253024017,5,6.269211689868825e-05,8.344597756945477e-06,GP_prob,simple_question
6,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8858638592064381,0.11413615480658024,6,5.5909705224621575e-05,7.203498929460794e-06,GP_prob,simple_question
7,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8754022875800729,0.12459766789728732,7,5.742291313026726e-05,8.17311284853281e-06,GP_prob,simple_question
8,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.03734849012437991,0.9626515340059996,0,3.920398082511755e-06,0.00010104764442075975,GP_prob,GP_question
9,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.05165328398264357,0.9483467070385814,1,5.198731334923813e-06,9.544794136218115e-05,GP_prob,GP_question
10,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.06092773951944608,0.9390723071992397,2,4.6440621747224475e-06,7.157840275340277e-05,GP_prob,GP_question
11,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.05141119372686198,0.948588696308434,3,6.6175442582821e-06,0.00012210042052629433,GP_prob,GP_question
12,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.05176156485460126,0.9482384920120239,4,5.156545073931604e-06,9.446458625461673e-05,GP_prob,GP_question
13,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.04697276422017094,0.9530272614210844,5,5.826456766962478e-06,0.00011821258283362113,GP_prob,GP_question
14,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.04772873181610926,0.9522712845355272,6,4.2770222742523345e-06,8.533403683941287e-05,GP_prob,GP_question
15,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.04502991712776083,0.9549702098593116,7,5.38858636493745e-06,0.00011427823574194917,GP_prob,GP_question
16,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.910790242254734,0.0892097745073066,0,7.39104934837087e-05,7.239359700058831e-06,GP_improb,simple_question
17,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8910147938877344,0.10898514583182717,1,5.9528256883822905e-05,7.281243217127252e-06,GP_improb,simple_question
18,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8856804352253675,0.11431958916553953,2,5.964576337191829e-05,7.698803422733283e-06,GP_improb,simple_question
19,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9006649814546108,0.09933500409472629,3,7.822571319593408e-05,8.627572003440474e-06,GP_improb,simple_question
20,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9129525600001216,0.08704746532839636,4,7.674116250200314e-05,7.317054841174744e-06,GP_improb,simple_question
21,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8998244926333427,0.10017550347060578,5,7.054840330056322e-05,7.85400024593116e-06,GP_improb,simple_question
22,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.903958922252059,0.09604107918460869,6,6.444807252137252e-05,6.847283451638609e-06,GP_improb,simple_question
23,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8848148249089718,0.1151851204956813,7,6.272190415756995e-05,8.165131815521904e-06,GP_improb,simple_question
24,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.04935427078923915,0.950645798817277,0,4.747176921353477e-06,9.143857334947825e-05,GP_improb,GP_question
25,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0672185984811966,0.9327814839780331,1,6.2076908963493984e-06,8.614310212351484e-05,GP_improb,GP_question
26,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.07912800354742089,0.9208719562739134,2,5.92823945048818e-06,6.899136974425346e-05,GP_improb,GP_question
27,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.06967709515151022,0.9303229013457894,3,8.187986496900656e-06,0.00010932532143215212,GP_improb,GP_question
28,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0632125961639538,0.9367874078452587,4,6.078118882991632e-06,9.007547328110377e-05,GP_improb,GP_question
29,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.06257130895088903,0.9374287547543645,5,6.779329909573778e-06,0.00010156633925362257,GP_improb,GP_question
30,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.06773964122188225,0.9322603736072779,6,5.254229498991968e-06,7.231083407077676e-05,GP_improb,GP_question
31,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.060341272228189524,0.939658704213798,7,6.5516710749067295e-06,0.0001020252645957953,GP_improb,GP_question
32,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9463227745145559,0.05367723654136469,0,0.00010190511557084392,5.780253079444922e-06,nonGP_prob,simple_question
33,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.934612775221467,0.0653873248877197,1,0.00010197719052484899,7.134522250651148e-06,nonGP_prob,simple_question
34,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.910835511982441,0.08916446470896489,2,7.644203185463994e-05,7.483143396539403e-06,nonGP_prob,simple_question
35,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9254395756870508,0.07456046942628802,3,0.00012456706190278055,1.0036072358160855e-05,nonGP_prob,simple_question
36,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9275153307244182,0.07248470917852501,4,9.654159964611608e-05,7.544662197447871e-06,nonGP_prob,simple_question
37,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9381588893011212,0.06184110942196952,5,0.00011977907195159787,7.895539673950444e-06,nonGP_prob,simple_question
38,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9343740120530128,0.06562594984383452,6,8.758629087424197e-05,6.151641660683167e-06,nonGP_prob,simple_question
39,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9231476932764053,0.07685232681180665,7,0.00010171638007250294,8.467920659903415e-06,nonGP_prob,simple_question
40,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.05003627112236586,0.9499637670814991,0,5.170983876757063e-06,9.817373438636423e-05,nonGP_prob,GP_question
41,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.05449452633759311,0.9455055706202984,1,6.6582712930380455e-06,0.00011552412377113797,nonGP_prob,GP_question
42,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.059303001410997425,0.9406969118863344,2,4.637999882953605e-06,7.357051094913913e-05,nonGP_prob,GP_question
43,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.06370751620064041,0.9362924993038177,3,9.302297589233299e-06,0.0001367134127576719,nonGP_prob,GP_question
44,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.06408736830163875,0.9359126724302769,4,6.416075328985428e-06,9.369843860440596e-05,nonGP_prob,GP_question
45,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.04811103109740511,0.9518889458850026,5,7.321976397832723e-06,0.0001448671644084243,nonGP_prob,GP_question
46,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.058136888842183154,0.9418631400913,6,5.111252050641994e-06,8.280628173906734e-05,nonGP_prob,GP_question
47,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.04573237434396482,0.9542675474658608,7,6.448475024058435e-06,0.00013455611667723133,nonGP_prob,GP_question
48,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9437981117516756,0.056201995064505184,0,0.00011127397306154307,6.626225765472751e-06,nonGP_improb,simple_question
49,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9333570301532745,0.06664296194865926,1,0.00010224816628578992,7.300659291927707e-06,nonGP_improb,simple_question
50,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9139258749783039,0.08607420200594618,2,8.91331216053004e-05,8.394622386877822e-06,nonGP_improb,simple_question
51,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9273998830467463,0.07260013547883659,3,0.00012419286053955148,9.722255086675076e-06,nonGP_improb,simple_question
52,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9314953461289406,0.0685047053931882,4,0.00011495286980789388,8.453946671873117e-06,nonGP_improb,simple_question
53,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.938455424271524,0.06154457002830327,5,0.00012056046034558676,7.906440745109045e-06,nonGP_improb,simple_question
54,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9345382750034332,0.06546174600543253,6,9.512247424936504e-05,6.66305836584738e-06,nonGP_improb,simple_question
55,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9248944548889995,0.07510549676785416,7,0.00010111139272339642,8.210689926929637e-06,nonGP_improb,simple_question
56,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.07526262969973807,0.9247373845428228,0,5.990862043914538e-06,7.360856727700593e-05,nonGP_improb,GP_question
57,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.10601089356973148,0.8939890963956714,1,8.745755742575344e-06,7.375289601441182e-05,nonGP_improb,GP_question
58,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.08865785884430544,0.9113421700894833,2,5.971690134605511e-06,6.138489129625668e-05,nonGP_improb,GP_question
59,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.12177113432727715,0.8782289186492562,3,1.1874221719123355e-05,8.563840003716905e-05,nonGP_improb,GP_question
60,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.08903745502146165,0.9109625704586506,4,7.36269211284871e-06,7.532939616794465e-05,nonGP_improb,GP_question
61,google/gemma-2-2b,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.10626778587399155,0.8937321212142706,5,1.0045551429122392e-05,8.448497612789652e-05,nonGP_improb,GP_question
