,model,sentence,question,correct,incorrect,prompt_index,base_correct,base_incorrect,sent_type,quest_type
0,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9437090282895042,0.0562909377864979,0,0.7789780540197171,0.0464649660325893,GP_prob,simple_question
1,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9246427414477694,0.07535734823173,1,0.6878267571537435,0.0560571104794025,GP_prob,simple_question
2,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.936621542971352,0.0633784488681001,2,0.7513337480233986,0.0508405620138194,GP_prob,simple_question
3,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8729297602826591,0.1270703729658784,3,0.5926888232434067,0.086276350059574,GP_prob,simple_question
4,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.948767698593656,0.0512322697942995,4,0.7584454459931749,0.0409551069215812,GP_prob,simple_question
5,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8900727816578637,0.1099272111197144,5,0.6430353395428483,0.0794171911857741,GP_prob,simple_question
6,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9525739366690686,0.0474261358692338,6,0.7874779844528348,0.0392064440492472,GP_prob,simple_question
7,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8744835144752869,0.1255164948423726,7,0.6182166645467078,0.0887339574101027,GP_prob,simple_question
8,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0244331147697653,0.9755670043650752,0,0.0207633187342466,0.8290391530006218,GP_prob,GP_question
9,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0429689258894239,0.9570310351925856,1,0.0332889422965561,0.7414322681156591,GP_prob,GP_question
10,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0305385030374436,0.9694615008445452,2,0.0245775478565253,0.7802276889499353,GP_prob,GP_question
11,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0774548665482637,0.9225451497634368,3,0.0534422433594121,0.6365369098011797,GP_prob,GP_question
12,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0235521841764718,0.9764478325159872,4,0.0192205075497149,0.7968611870610403,GP_prob,GP_question
13,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0706435796338613,0.9293564120403062,5,0.0515123668761123,0.6776744027322366,GP_prob,GP_question
14,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0156599496612348,0.9843400345807822,6,0.013201695267127,0.8298210712566743,GP_prob,GP_question
15,Qwen/Qwen2.5-7B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0716678716732985,0.9283321676277864,7,0.0524376323939979,0.6792379336226304,GP_prob,GP_question
16,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9532203928238232,0.0467796805697275,0,0.7955628683882878,0.0390425744510434,GP_improb,simple_question
17,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9334446455050056,0.0665553741416982,1,0.6782828012580921,0.0483621235208353,GP_improb,simple_question
18,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9480415161428936,0.0519585203004115,2,0.7220097720671674,0.0395705882393571,GP_improb,simple_question
19,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8781896611867523,0.1218104118530654,3,0.5931209524637779,0.0822695985936654,GP_improb,simple_question
20,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9542110661641344,0.0457889084801195,4,0.7636018205409982,0.0366423053654987,GP_improb,simple_question
21,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.90843963715497,0.0915603317107933,5,0.6474393453520406,0.0652544817382008,GP_improb,simple_question
22,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.964102820473954,0.0358971921661837,6,0.7733516457694805,0.028794806069408,GP_improb,simple_question
23,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8648761598501551,0.1351237873942956,7,0.5873877397596061,0.0917704327371105,GP_improb,simple_question
24,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.035775749279348,0.9642243155085451,0,0.0295461673040051,0.7963251965234122,GP_improb,GP_question
25,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0597626123926495,0.9402374829587644,1,0.0421222082581005,0.6627033215802385,GP_improb,GP_question
26,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0398520474357138,0.9601479509697128,2,0.0297046170794548,0.7156678268972883,GP_improb,GP_question
27,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.1108182672917692,0.8891816874465803,3,0.0693044403731573,0.5560838030949071,GP_improb,GP_question
28,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0322556039867603,0.967744461291204,4,0.0256857801467722,0.7706342264009436,GP_improb,GP_question
29,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0744641092767306,0.9255358808613892,5,0.0529958878015035,0.6587011722444913,GP_improb,GP_question
30,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0256322934052795,0.9743677500800914,6,0.0210366144291711,0.7996708824441612,GP_improb,GP_question
31,Qwen/Qwen2.5-7B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0783421844625209,0.9216577477823192,7,0.0550494527956191,0.647630049686768,GP_improb,GP_question
32,Qwen/Qwen2.5-7B,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9634752950189522,0.0365247262518249,0,0.8156028088083076,0.0309189769395628,nonGP_prob,simple_question
33,Qwen/Qwen2.5-7B,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9278994616747696,0.0721005182504761,1,0.7030487985205127,0.0546289585457904,nonGP_prob,simple_question
34,Qwen/Qwen2.5-7B,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9517005320981298,0.0482995679874225,2,0.7688244845624013,0.0390184595635405,nonGP_prob,simple_question
35,Qwen/Qwen2.5-7B,The memo neared completion while the secretary typed.,Did the memo near completion?,0.8990044049903645,0.1009956317624158,3,0.6336785695873459,0.0711884958138338,nonGP_prob,simple_question
36,Qwen/Qwen2.5-7B,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9634293763288042,0.0365706047992429,4,0.8079034473921638,0.030667029152485,nonGP_prob,simple_question
37,Qwen/Qwen2.5-7B,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9037559548239642,0.0962440887397395,5,0.6650354025464367,0.0708219172048512,nonGP_prob,simple_question
