,model,sentence,question,correct,incorrect,prompt_index,base_correct,base_incorrect,sent_type,quest_type
0,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8785924315452576,0.12140755355358124,0,0.6338257193565369,0.08758467435836792,GP_prob,simple_question
1,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.7948101758956909,0.2051898092031479,1,0.6783919334411621,0.1751350313425064,GP_prob,simple_question
2,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8757869601249695,0.12421300262212753,2,0.5840846300125122,0.08284081518650055,GP_prob,simple_question
3,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8411310911178589,0.1588689386844635,3,0.6917344331741333,0.130651593208313,GP_prob,simple_question
4,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8577680587768555,0.14223188161849976,4,0.4256889224052429,0.07058613747358322,GP_prob,simple_question
5,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.5260184407234192,0.4739815294742584,5,0.38288167119026184,0.345004677772522,GP_prob,simple_question
6,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.8304110169410706,0.16958898305892944,6,0.5688707828521729,0.11617646366357803,GP_prob,simple_question
7,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9184802770614624,0.08151975274085999,7,0.8101577758789062,0.07190559059381485,GP_prob,simple_question
8,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.11331772804260254,0.8866822123527527,0,0.07138427346944809,0.5585637092590332,GP_prob,GP_question
9,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.1770508885383606,0.8229490518569946,1,0.15407335758209229,0.7161473631858826,GP_prob,GP_question
10,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.105701744556427,0.894298255443573,2,0.06606122851371765,0.558916449546814,GP_prob,GP_question
11,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.5260174870491028,0.47398248314857483,3,0.38243040442466736,0.3445993959903717,GP_prob,GP_question
12,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.08151975274085999,0.9184802770614624,4,0.07247290760278702,0.8165497183799744,GP_prob,GP_question
13,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.13599495589733124,0.8640050888061523,5,0.11223173886537552,0.7130322456359863,GP_prob,GP_question
14,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.15203224122524261,0.8479677438735962,6,0.10967707633972168,0.6117295622825623,GP_prob,GP_question
15,meta-llama/Llama-3.2-1B,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.08151975274085999,0.9184802770614624,7,0.06467466056346893,0.7286871671676636,GP_prob,GP_question
16,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8609158992767334,0.1390841156244278,0,0.5695416331291199,0.09201153367757797,GP_improb,simple_question
17,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.685949444770813,0.314050555229187,1,0.34989526867866516,0.16019372642040253,GP_improb,simple_question
18,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8411304950714111,0.1588694453239441,2,0.536163866519928,0.10126854479312897,GP_improb,simple_question
19,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8267117738723755,0.17328819632530212,3,0.6582480669021606,0.1379762887954712,GP_improb,simple_question
20,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8609153628349304,0.1390845775604248,4,0.6702131628990173,0.10827581584453583,GP_improb,simple_question
21,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8785924315452576,0.12140755355358124,5,0.6510359644889832,0.08996285498142242,GP_improb,simple_question
22,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.8267117738723755,0.17328819632530212,6,0.5402632355690002,0.11324533075094223,GP_improb,simple_question
23,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9165089130401611,0.08349107205867767,7,0.8061203956604004,0.07343502342700958,GP_improb,simple_question
24,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.15542016923427582,0.844579815864563,0,0.10361994057893753,0.5630884766578674,GP_improb,GP_question
25,meta-llama/Llama-3.2-1B,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.314050555229187,0.685949444770813,1,0.17651382088661194,0.3855415880680084,GP_improb,GP_question
