,model,sentence,question,correct,incorrect,prompt_index,base_correct,base_incorrect,sent_type,quest_type
0,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.98189976811409,0.0181002459898721,0,7.473968855720159e-05,1.3777442573995697e-06,GP_prob,simple_question
1,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.978068333119154,0.0219317168322738,1,5.269473399494018e-05,1.1816004820719653e-06,GP_prob,simple_question
2,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9840259961783886,0.0159739354667938,2,8.606261064869614e-05,1.397075443319276e-06,GP_prob,simple_question
3,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9681330565363168,0.0318669648939385,3,4.548310016616597e-05,1.4971169256205964e-06,GP_prob,simple_question
4,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9813985843211412,0.0186014452590546,4,6.458034363276965e-05,1.224056857212786e-06,GP_prob,simple_question
5,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9852605666965246,0.0147394527339556,5,6.644560630775231e-05,9.940232428410465e-07,GP_prob,simple_question
6,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9770333003252744,0.0229667355620534,6,9.02821533372844e-05,2.122226957219529e-06,GP_prob,simple_question
7,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the memo near completion?,0.9780316445976496,0.0219683689092202,7,5.287188128022535e-05,1.1875984432739675e-06,GP_prob,simple_question
8,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0120949732109935,0.987904978916049,0,9.82956696285945e-07,8.028689444472548e-05,GP_prob,GP_question
9,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0245525845271111,0.9754473473876716,1,1.0731021324680607e-06,4.263317339336936e-05,GP_prob,GP_question
10,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0128509681450042,0.9871490895748138,2,1.2317157881653142e-06,9.461443642067024e-05,GP_prob,GP_question
11,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0340976361272875,0.9659023992717266,3,1.3267387365271902e-06,3.758325465241796e-05,GP_prob,GP_question
12,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0165824117228296,0.9834175761789083,4,1.0193421957191534e-06,6.0451945046224864e-05,GP_prob,GP_question
13,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0152966219398385,0.984703404828906,5,9.615135808532463e-07,6.189639100284694e-05,GP_prob,GP_question
14,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0190035429433805,0.9809964448213576,6,1.3396326148725166e-06,6.915420590303256e-05,GP_prob,GP_question
15,google/gemma-2-2b,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0224268448507082,0.9775731563568116,7,1.095097747372722e-06,4.773467344421079e-05,GP_prob,GP_question
16,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9843242838978769,0.0156756624361168,0,8.036107101361267e-05,1.2797744812428902e-06,GP_improb,simple_question
17,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9791512116789818,0.0208487521065143,1,5.372439602524537e-05,1.1439362470558136e-06,GP_improb,simple_question
18,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.5873342184349895,0.4126657966552849,2,1.9828001427413252e-05,1.3931315651252152e-05,GP_improb,simple_question
19,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9731211327016354,0.0268788976311183,3,4.9258426145115664e-05,1.3605830981420098e-06,GP_improb,simple_question
20,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.984053758904338,0.0159462713176025,4,6.921435613094218e-05,1.121596108570998e-06,GP_improb,simple_question
21,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9862858857959508,0.0137140948101958,5,7.125717013423127e-05,9.908157383766434e-07,GP_improb,simple_question
22,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9825259037315844,0.0174741595263119,6,0.0001089236423013,1.937199978278564e-06,GP_improb,simple_question
23,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.9814790710806848,0.0185210227731704,7,5.980122818982636e-05,1.1284804606799626e-06,GP_improb,simple_question
24,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0128300868176712,0.9871699996292592,0,1.1296926533675597e-06,8.692058327142149e-05,GP_improb,GP_question
25,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0242348646539349,0.975765075534582,1,1.1963842204836796e-06,4.816985688194109e-05,GP_improb,GP_question
26,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0136929259230875,0.9863070230931044,2,1.2589130774161397e-06,9.0680016683109e-05,GP_improb,GP_question
27,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0343582778557388,0.9656416960060596,3,1.3451921915506328e-06,3.780671647746203e-05,GP_improb,GP_question
28,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0163518478500762,0.9836481604725122,4,1.0018876092812335e-06,6.026872267739236e-05,GP_improb,GP_question
29,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0158114422609865,0.984188549220562,5,1.0990073025128433e-06,6.840808293873124e-05,GP_improb,GP_question
30,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.6068163375585693,0.3931837333366275,6,1.6842335049782324e-05,1.091291093757718e-05,GP_improb,GP_question
31,google/gemma-2-2b,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.0223358764346844,0.9776640813797712,7,1.2026614365235602e-06,5.264171716135024e-05,GP_improb,GP_question
32,google/gemma-2-2b,The memo neared completion while the secretary typed.,Did the memo near completion?,0.9858794882893562,0.014120561020347,0,0.0001089194561245,1.560032434525096e-06,nonGP_prob,simple_question
